models,f1_weighted_train,f1_weighted_test,roc_auc_ovr_weighted_train,roc_auc_ovr_weighted_test,balanced_accuracy_train,balanced_accuracy_test,balanced_accuracy_diff,log_loss_train,log_loss_test
RandomForestClassifier,0.743330633033667,0.7309261033772912,0.8907738133475749,0.8705257769019314,0.8801790527708035,0.8217867627745429,0.05839228999626067,0.9834081693838446,1.020250603170371
KNeighborsClassifier,0.8291808775786773,0.6196235485023852,0.9385596784045708,0.4295127997984908,0.7817383229246049,0.10682690111897694,0.6749114218056279,0.2339610894990363,12.698604331633106
